	SMILES	Number	Lattice
1078	c1ncc2cc1CSCc1cncc(c1)CSC2	2341	('47.440927800000004', '0.0', '0.0', '0.0', '47.440927800000004', '0.0', '0.0', '0.0', '47.440927800000004')
1079	O=C1CC[C@@H](O)C1(n1cccn1)n1cccn1	2343	('28.4198922', '0.0', '0.0', '0.0', '28.4198922', '0.0', '0.0', '0.0', '28.4198922')
1080	O=[N+]([O-])c1cccnc1-c1ccccn1	2344	('30.63660516', '0.0', '0.0', '0.0', '30.63660516', '0.0', '0.0', '0.0', '30.63660516')
1081	O=C1/C=C/c2cccc(n2)C(=O)/C=C/c2cccc(n2)C(=O)/C=C/c2cccc1n2	2345	('22.435910279999998', '0.0', '0.0', '0.0', '22.435910279999998', '0.0', '0.0', '0.0', '22.435910279999998')
1082	O=Cc1ccc[nH]1	2349	('32.85178344', '0.0', '0.0', '0.0', '32.85178344', '0.0', '0.0', '0.0', '32.85178344')
1083	O=C(O)Cc1ccco1	2350	('26.32362516', '0.0', '0.0', '0.0', '26.32362516', '0.0', '0.0', '0.0', '26.32362516')
1084	O=C1[C@@H]2[C@H](C(=O)N1c1ccccc1)C1(c3ccccc3-c3ccccc31)N1[C@H]3[C@@H]4CC[C@@H](C4)[C@H]3C(=O)N21	2351	('35.42893452', '0.0', '0.0', '0.0', '35.42893452', '0.0', '0.0', '0.0', '35.42893452')
1085	O=Cc1ccc2cccc(O)c2c1O	2352	('27.7321968', '0.0', '0.0', '0.0', '27.7321968', '0.0', '0.0', '0.0', '27.7321968')
1086	COc1cn2c(=O)n3c(cc2c1OC)C(C)=C(C)C3=O	2355	('27.66440628', '0.0', '0.0', '0.0', '27.66440628', '0.0', '0.0', '0.0', '27.66440628')
1087	O=c1c2c(O)c3c(=O)n(C4CCCCC4)c(=O)c3c(O)c2c(=O)n1C1CCCCC1	2356	('20.15945064', '0.0', '0.0', '0.0', '20.15945064', '0.0', '0.0', '0.0', '20.15945064')
1088	OCc1cccc(CO)n1	2359	('31.88625804', '0.0', '0.0', '0.0', '31.88625804', '0.0', '0.0', '0.0', '31.88625804')
1089	COc1c(C)c(-c2c(C)c(OC)c3c(c2OC)OCO3)c(OC)c2c1OCO2	2360	('42.24831156', '0.0', '0.0', '0.0', '42.24831156', '0.0', '0.0', '0.0', '42.24831156')
1090	NC1=NON([O])[C]1c1ccccc1	2362	('34.86867048', '0.0', '0.0', '0.0', '34.86867048', '0.0', '0.0', '0.0', '34.86867048')
1091	Nc1ccncc1	2363	('49.93499448', '0.0', '0.0', '0.0', '49.93499448', '0.0', '0.0', '0.0', '49.93499448')
1092	O=[N+]([O-])c1c(-c2ccccc2)n[nH]c1-c1ccccc1	2364	('17.104167359999998', '0.0', '0.0', '0.0', '17.104167359999998', '0.0', '0.0', '0.0', '17.104167359999998')
1093	O=C1CC[C@H]2[N][N]N3CCc4cc5c(cc4[C@]123)OCO5	2367	('23.266595520000003', '0.0', '0.0', '0.0', '23.266595520000003', '0.0', '0.0', '0.0', '23.266595520000003')
1094	O=c1[nH]c2cc([N+](=O)[O-])c([N+](=O)[O-])cc2[nH]c1=O	2368	('21.174138720000002', '0.0', '0.0', '0.0', '21.174138720000002', '0.0', '0.0', '0.0', '21.174138720000002')
1095	O=[N+]([O-])c1ccc(/C=N/n2cncn2)o1	2372	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1096	O=[N+]([O-])O[C@H]1CC[C@H]2[C@@H](O[N+](=O)[O-])CC[C@@H]1N2c1ccccc1[N+](=O)[O-]	2373	('27.3024864', '0.0', '0.0', '0.0', '27.3024864', '0.0', '0.0', '0.0', '27.3024864')
1097	O=C1Cc2c1c1c(c3c(=O)c(=O)c23)CC1=O	2375	('34.919050320000004', '0.0', '0.0', '0.0', '34.919050320000004', '0.0', '0.0', '0.0', '34.919050320000004')
1098	N#Cc1cc2c(n3c1nc1ccccc13)CCCCC2	2376	('43.800561', '0.0', '0.0', '0.0', '43.800561', '0.0', '0.0', '0.0', '43.800561')
1099	Cn1nnn(C)c1=N	2377	('43.800561', '0.0', '0.0', '0.0', '43.800561', '0.0', '0.0', '0.0', '43.800561')
1100	Nc1nccnn1	2379	('18.12891024', '0.0', '0.0', '0.0', '18.12891024', '0.0', '0.0', '0.0', '18.12891024')
1101	Cc1cc(C)n[n+]([O-])n1	2381	('27.12181752', '0.0', '0.0', '0.0', '27.12181752', '0.0', '0.0', '0.0', '27.12181752')
1102	O=c1cn[nH]c(=O)[nH]1	2382	('30.085284599999998', '0.0', '0.0', '0.0', '30.085284599999998', '0.0', '0.0', '0.0', '30.085284599999998')
1103	CCSc1sc(CC)cc1-c1nsc(=O)o1	2383	('26.517259439999997', '0.0', '0.0', '0.0', '26.517259439999997', '0.0', '0.0', '0.0', '26.517259439999997')
1104	O=[N+]([O-])C(CCc1nnn[nH]1)(CCc1nnn[nH]1)CCc1nnn[nH]1	2385	('37.59267456', '0.0', '0.0', '0.0', '37.59267456', '0.0', '0.0', '0.0', '37.59267456')
1105	[O]N([N]c1nonc1N[N+](=O)[O-])c1nonc1N[N+](=O)[O-]	2386	('31.2384114', '0.0', '0.0', '0.0', '31.2384114', '0.0', '0.0', '0.0', '31.2384114')
1106	O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O	2394	('44.020126080000004', '0.0', '0.0', '0.0', '44.020126080000004', '0.0', '0.0', '0.0', '44.020126080000004')
1107	OC1CSc2sc(=S)sc2SC1	2396	('31.7022552', '0.0', '0.0', '0.0', '31.7022552', '0.0', '0.0', '0.0', '31.7022552')
1108	O=C(O)c1cocc1C(=O)O	2398	('25.58771964', '0.0', '0.0', '0.0', '25.58771964', '0.0', '0.0', '0.0', '25.58771964')
1109	Cn1cnc2sncc(=O)c21	2400	('38.32641036', '0.0', '0.0', '0.0', '38.32641036', '0.0', '0.0', '0.0', '38.32641036')
1110	O=[S][N]c1ccccc1	2402	('24.217515000000002', '0.0', '0.0', '0.0', '24.217515000000002', '0.0', '0.0', '0.0', '24.217515000000002')
1111	NNC(=O)c1ccccc1	2403	('24.67913616', '0.0', '0.0', '0.0', '24.67913616', '0.0', '0.0', '0.0', '24.67913616')
1112	O=C(O[C@@H]1CCN2C(=O)[C@@H](O)C[C@@H]12)c1ccccc1	2406	('25.2116172', '0.0', '0.0', '0.0', '25.2116172', '0.0', '0.0', '0.0', '25.2116172')
1113	Cc1nonc1-c1ccn([N+](=O)[O-])n1	2407	('15.99671052', '0.0', '0.0', '0.0', '15.99671052', '0.0', '0.0', '0.0', '15.99671052')
1114	CC1(C)[C@H]2CC[C@@]3(CSc4sc(=S)sc4S3)[C@@H]1C2	2410	('29.59058844', '0.0', '0.0', '0.0', '29.59058844', '0.0', '0.0', '0.0', '29.59058844')
1115	Cc1cc(=O)n2nc(N)c([N+](=O)[O-])c2[nH]1	2412	('24.308960759999998', '0.0', '0.0', '0.0', '24.308960759999998', '0.0', '0.0', '0.0', '24.308960759999998')
1116	S=c1[nH]nc(-c2ccccc2)o1	2413	('24.130197', '0.0', '0.0', '0.0', '24.130197', '0.0', '0.0', '0.0', '24.130197')
1117	C1=CSC(=C2Sc3nccnc3S2)S1	2419	('10.00256796', '0.0', '0.0', '0.0', '10.00256796', '0.0', '0.0', '0.0', '10.00256796')
1118	Cc1nn(C)c2nc(-c3ccccc3)c3c(c(-c4ccccc4)nc4c3c(C)nn4C)c12	2421	('25.88729976', '0.0', '0.0', '0.0', '25.88729976', '0.0', '0.0', '0.0', '25.88729976')
1119	c1c2c(cc3c1sc1cc4c(cc13)CCC4)CCC2	2422	('50.76356292', '0.0', '0.0', '0.0', '50.76356292', '0.0', '0.0', '0.0', '50.76356292')
1120	O=[N+]([O-])c1nn[nH]n1	2423	('28.80679032', '0.0', '0.0', '0.0', '28.80679032', '0.0', '0.0', '0.0', '28.80679032')
1121	C/C(O)=C/C(=O)c1cc(C)n(C)n1	2424	('19.42756704', '0.0', '0.0', '0.0', '19.42756704', '0.0', '0.0', '0.0', '19.42756704')
1122	CC(=O)c1c(C)nc2nonc2c1N	2425	('35.832819959999995', '0.0', '0.0', '0.0', '35.832819959999995', '0.0', '0.0', '0.0', '35.832819959999995')
1123	O=C1C(=O)c2sccc2-c2ccsc21	2427	('39.034638720000004', '0.0', '0.0', '0.0', '39.034638720000004', '0.0', '0.0', '0.0', '39.034638720000004')
1124	Nn1cnc([N+](=O)[O-])n1	2428	('36.15340932', '0.0', '0.0', '0.0', '36.15340932', '0.0', '0.0', '0.0', '36.15340932')
1125	O=c1ccccn1O	2429	('28.957559399999997', '0.0', '0.0', '0.0', '28.957559399999997', '0.0', '0.0', '0.0', '28.957559399999997')
1126	Nc1nnc(-c2nonc2N)o1	2431	('48.9105162', '0.0', '0.0', '0.0', '48.9105162', '0.0', '0.0', '0.0', '48.9105162')
1127	O=C1c2ccccc2S[C@@H]2[C@@H]3Sc4ccccc4C(=O)[C@@H]3[C@H]12	2432	('25.82003844', '0.0', '0.0', '0.0', '25.82003844', '0.0', '0.0', '0.0', '25.82003844')
1128	c1cn(-c2ccc(-n3ccnc3)s2)cn1	2434	('10.00383804', '0.0', '0.0', '0.0', '10.00383804', '0.0', '0.0', '0.0', '10.00383804')
1129	Nc1nonc1NNc1nonc1N	2435	('28.27573812', '0.0', '0.0', '0.0', '28.27573812', '0.0', '0.0', '0.0', '28.27573812')
1130	O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO	2437	('26.06579892', '0.0', '0.0', '0.0', '26.06579892', '0.0', '0.0', '0.0', '26.06579892')
1131	Cn1ccnc1-c1nc2ccccc2nc1-c1nccn1C	2438	('26.06579892', '0.0', '0.0', '0.0', '26.06579892', '0.0', '0.0', '0.0', '26.06579892')
1132	c1ccc2c(c1)ccc1ccccc12	2440	('22.96722708', '0.0', '0.0', '0.0', '22.96722708', '0.0', '0.0', '0.0', '22.96722708')
1133	CCc1nc2c(N)ncnc2n1C	2441	('23.36142816', '0.0', '0.0', '0.0', '23.36142816', '0.0', '0.0', '0.0', '23.36142816')
1134	CN(C)c1ccc(C=O)c2c(C=O)ccc(N(C)C)c12	2446	('25.96921992', '0.0', '0.0', '0.0', '25.96921992', '0.0', '0.0', '0.0', '25.96921992')
1135	C=C(O)/C=C/c1ccc([N+](=O)[O-])s1	2447	('32.28659784', '0.0', '0.0', '0.0', '32.28659784', '0.0', '0.0', '0.0', '32.28659784')
1136	O=S(c1ccccc1)c1ccccc1	2452	('40.69463328', '0.0', '0.0', '0.0', '40.69463328', '0.0', '0.0', '0.0', '40.69463328')
1137	NC(=S)c1ccccc1[N+](=O)[O-]	2454	('27.80279208', '0.0', '0.0', '0.0', '27.80279208', '0.0', '0.0', '0.0', '27.80279208')
1138	COc1ccc(-c2nnn[nH]2)cc1	2455	('10.003414679999999', '0.0', '0.0', '0.0', '10.003414679999999', '0.0', '0.0', '0.0', '10.003414679999999')
1139	Nc1cc2n(c(=O)n1)[C@H]1O[C@H](CO)[C@H]3O[C@]2(N)O[C@H]31	2456	('19.407139920000002', '0.0', '0.0', '0.0', '19.407139920000002', '0.0', '0.0', '0.0', '19.407139920000002')
1140	S=c1[nH]nc(-c2ccco2)o1	2463	('27.66292452', '0.0', '0.0', '0.0', '27.66292452', '0.0', '0.0', '0.0', '27.66292452')
1141	Nc1ccc(C(=O)c2ccccc2)cc1	2464	('25.06312368', '0.0', '0.0', '0.0', '25.06312368', '0.0', '0.0', '0.0', '25.06312368')
1142	C1Cc2c1c1c3c(c4c(c5c3c2CC5)CC4)CC1	2466	('30.784463640000002', '0.0', '0.0', '0.0', '30.784463640000002', '0.0', '0.0', '0.0', '30.784463640000002')
1143	O=C1c2cccnc2-c2cccn21	2467	('24.092041679999998', '0.0', '0.0', '0.0', '24.092041679999998', '0.0', '0.0', '0.0', '24.092041679999998')
1144	CS(=O)(=O)CCSc1ccccc1	2469	('33.030864720000004', '0.0', '0.0', '0.0', '33.030864720000004', '0.0', '0.0', '0.0', '33.030864720000004')
1145	c1ccc(C(Nc2nncs2)Nc2nncs2)nc1	2472	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1146	c1ccc(C(Nc2nncs2)Nc2nncs2)nc1	2473	('24.92674884', '0.0', '0.0', '0.0', '24.92674884', '0.0', '0.0', '0.0', '24.92674884')
1147	O/N=C\c1cccs1	2474	('24.92674884', '0.0', '0.0', '0.0', '24.92674884', '0.0', '0.0', '0.0', '24.92674884')
1148	O=C1CCc2cccn21	2477	('54.46028952', '0.0', '0.0', '0.0', '54.46028952', '0.0', '0.0', '0.0', '54.46028952')
1149	c1cc(Cn2cccn2)nc(Cn2cccn2)c1	2478	('30.24743148', '0.0', '0.0', '0.0', '30.24743148', '0.0', '0.0', '0.0', '30.24743148')
1150	CSc1n[nH]c(=S)s1	2479	('19.65639312', '0.0', '0.0', '0.0', '19.65639312', '0.0', '0.0', '0.0', '19.65639312')
1151	Oc1ccc(O)c(-n2cccn2)c1-n1cccn1	2480	('21.84892164', '0.0', '0.0', '0.0', '21.84892164', '0.0', '0.0', '0.0', '21.84892164')
1152	O=[N+]([O-])c1c(O)c([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O	2481	('40.374890640000004', '0.0', '0.0', '0.0', '40.374890640000004', '0.0', '0.0', '0.0', '40.374890640000004')
1153	O=C(O)c1cccc[n+]1[O-]	2483	('24.75867492', '0.0', '0.0', '0.0', '24.75867492', '0.0', '0.0', '0.0', '24.75867492')
1154	O=C(O)c1ccc2c(c1)S(=O)(=O)c1cc(C(=O)O)ccc1-2	2484	('42.39902772', '0.0', '0.0', '0.0', '42.39902772', '0.0', '0.0', '0.0', '42.39902772')
1155	Nc1nc(=O)ss1	2485	('40.68971172', '0.0', '0.0', '0.0', '40.68971172', '0.0', '0.0', '0.0', '40.68971172')
1156	NC(=O)c1nn[nH]c1N	2486	('27.18706788', '0.0', '0.0', '0.0', '27.18706788', '0.0', '0.0', '0.0', '27.18706788')
1157	CS([O])([O])OCC(n1cccn1)(n1cccn1)n1cccn1	2488	('25.186003919999997', '0.0', '0.0', '0.0', '25.186003919999997', '0.0', '0.0', '0.0', '25.186003919999997')
1158	CC(=O)Nc1nnnn1N(C(C)=O)C(C)=O	2490	('21.75482988', '0.0', '0.0', '0.0', '21.75482988', '0.0', '0.0', '0.0', '21.75482988')
1159	CCOc1ccc(OCC)cc1	2493	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1160	O=c1[nH]cnc2[nH]ncc12	2495	('36.01798704', '0.0', '0.0', '0.0', '36.01798704', '0.0', '0.0', '0.0', '36.01798704')
1161	N=c1[nH][nH]cc1C(=O)O	2497	('32.698580039999996', '0.0', '0.0', '0.0', '32.698580039999996', '0.0', '0.0', '0.0', '32.698580039999996')
1162	O=c1[nH]c(=O)n2c(=O)[nH]c(=O)n12	2498	('32.698580039999996', '0.0', '0.0', '0.0', '32.698580039999996', '0.0', '0.0', '0.0', '32.698580039999996')
1163	O=C(Nc1nccs1)C1CC1	2499	('21.46271148', '0.0', '0.0', '0.0', '21.46271148', '0.0', '0.0', '0.0', '21.46271148')
1164	O=Cc1c[nH]nn1	2500	('37.04357664', '0.0', '0.0', '0.0', '37.04357664', '0.0', '0.0', '0.0', '37.04357664')
1165	c1c[nH]cn1	2502	('21.04183872', '0.0', '0.0', '0.0', '21.04183872', '0.0', '0.0', '0.0', '21.04183872')
1166	S=c1[nH]c(=S)[nH]c(=S)[nH]1	2504	('34.0788924', '0.0', '0.0', '0.0', '34.0788924', '0.0', '0.0', '0.0', '34.0788924')
1167	Nc1nnnn1O	2508	('21.3992604', '0.0', '0.0', '0.0', '21.3992604', '0.0', '0.0', '0.0', '21.3992604')
1168	COC(=O)c1c(OC)cc(N(C)C)cc1N(C)C	2511	('19.40618736', '0.0', '0.0', '0.0', '19.40618736', '0.0', '0.0', '0.0', '19.40618736')
1169	O=c1ccc2ccccc2cc1	2512	('40.5734994', '0.0', '0.0', '0.0', '40.5734994', '0.0', '0.0', '0.0', '40.5734994')
1170	O=S(=O)(c1ccc(O)cc1)c1ccccc1O	2514	('43.802042760000006', '0.0', '0.0', '0.0', '43.802042760000006', '0.0', '0.0', '0.0', '43.802042760000006')
1171	O=S(=O)(c1ccc(O)cc1)c1ccccc1O	2515	('40.23899208', '0.0', '0.0', '0.0', '40.23899208', '0.0', '0.0', '0.0', '40.23899208')
1172	CO[C@H]1CCc2c(C)cc3nnnn3c21	2517	('32.90205744', '0.0', '0.0', '0.0', '32.90205744', '0.0', '0.0', '0.0', '32.90205744')
1173	Nc1cc2sc(=S)sc2cc1N	2518	('23.213358', '0.0', '0.0', '0.0', '23.213358', '0.0', '0.0', '0.0', '23.213358')
1174	C1Cc2nnnn2C1	2520	('34.15287456', '0.0', '0.0', '0.0', '34.15287456', '0.0', '0.0', '0.0', '34.15287456')
1175	Oc1ccc2ccc3c(c2c1)[N]N=C1[N]C=NN13	2521	('30.85442388', '0.0', '0.0', '0.0', '30.85442388', '0.0', '0.0', '0.0', '30.85442388')
1176	CC1=C(C)C(=O)[C@]2(C)[C@@H]3c4cccc5cccc(c45)[C@@H]3[C@]2(C)C1=O	2522	('28.1245986', '0.0', '0.0', '0.0', '28.1245986', '0.0', '0.0', '0.0', '28.1245986')
1177	O=[N+]([O-])c1ncn(Nc2nnc3nncn3n2)n1	2524	('30.26807028', '0.0', '0.0', '0.0', '30.26807028', '0.0', '0.0', '0.0', '30.26807028')
1178	O=c1c2nc[nH]c2nc2n1[C@H](O)[C@@H](O)N2	2525	('22.75046676', '0.0', '0.0', '0.0', '22.75046676', '0.0', '0.0', '0.0', '22.75046676')
1179	O=C(O)c1ccsc1	2527	('18.45870768', '0.0', '0.0', '0.0', '18.45870768', '0.0', '0.0', '0.0', '18.45870768')
1180	c1cc2cc3ccc4cc1cc(ccc(c2)c3)c4	2530	('24.492434399999997', '0.0', '0.0', '0.0', '24.492434399999997', '0.0', '0.0', '0.0', '24.492434399999997')
1181	Cc1nc2cc3oc(C)nc3cc2o1	2535	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1182	Nn1nn[nH]c1=O	2536	('42.26090652', '0.0', '0.0', '0.0', '42.26090652', '0.0', '0.0', '0.0', '42.26090652')
1183	Cc1cc(N=O)c(C)c(C)c1C	2539	('22.65621624', '0.0', '0.0', '0.0', '22.65621624', '0.0', '0.0', '0.0', '22.65621624')
1184	O=c1[nH]c(=O)[nH]c(=O)[nH]1	2542	('30.92766516', '0.0', '0.0', '0.0', '30.92766516', '0.0', '0.0', '0.0', '30.92766516')
1185	O=[N+]([O-])C([C@H]1c2ccccc2[C@](c2ccccc2)([N+](=O)[O-])c2ccccc21)([N+](=O)[O-])[N+](=O)[O-]	2543	('30.95227296', '0.0', '0.0', '0.0', '30.95227296', '0.0', '0.0', '0.0', '30.95227296')
1186	[CH]1N=C[N]N1Sn1cncn1	2544	('30.53521044', '0.0', '0.0', '0.0', '30.53521044', '0.0', '0.0', '0.0', '30.53521044')
1187	C[S](C)[C](C(=O)c1ccccc1)C(=O)c1ccccc1	2549	('28.09035936', '0.0', '0.0', '0.0', '28.09035936', '0.0', '0.0', '0.0', '28.09035936')
1188	O=c1sc2c(s1)SCS2	2550	('35.89288416', '0.0', '0.0', '0.0', '35.89288416', '0.0', '0.0', '0.0', '35.89288416')
1189	NC(=S)N/N=C/c1ccccc1	2552	('38.78565012', '0.0', '0.0', '0.0', '38.78565012', '0.0', '0.0', '0.0', '38.78565012')
1190	c1ncc2nc1CSCc1cncc(n1)CSC2	2554	('50.180807879999996', '0.0', '0.0', '0.0', '50.180807879999996', '0.0', '0.0', '0.0', '50.180807879999996')
1191	N=C(N)c1ncccn1	2556	('16.47897048', '0.0', '0.0', '0.0', '16.47897048', '0.0', '0.0', '0.0', '16.47897048')
1192	CCCSc1nc2n(c(=S)n1)CCN2	2557	('19.16460756', '0.0', '0.0', '0.0', '19.16460756', '0.0', '0.0', '0.0', '19.16460756')
1193	CCCSc1nc2n(c(=S)n1)CCN2	2558	('31.75909128', '0.0', '0.0', '0.0', '31.75909128', '0.0', '0.0', '0.0', '31.75909128')
1194	c1cc(C2=NSS[N]2)oc1C1=NSS[N]1	2559	('35.99173872', '0.0', '0.0', '0.0', '35.99173872', '0.0', '0.0', '0.0', '35.99173872')
1195	O=C(O)c1c(O)cc(O)cc1O	2562	('30.4877412', '0.0', '0.0', '0.0', '30.4877412', '0.0', '0.0', '0.0', '30.4877412')
1196	O=C(O)Cc1nnn[nH]1	2564	('22.42585548', '0.0', '0.0', '0.0', '22.42585548', '0.0', '0.0', '0.0', '22.42585548')
1197	O=Cc1cc(-c2cccs2)c[nH]1	2565	('24.57303156', '0.0', '0.0', '0.0', '24.57303156', '0.0', '0.0', '0.0', '24.57303156')
1198	OCCc1ncc[nH]1	2566	('29.20808268', '0.0', '0.0', '0.0', '29.20808268', '0.0', '0.0', '0.0', '29.20808268')
1199	c1cc2sc1COCc1ccc(s1)COCc1ccc(s1)COC2	2567	('38.6292186', '0.0', '0.0', '0.0', '38.6292186', '0.0', '0.0', '0.0', '38.6292186')
1200	Cn1nnnc1/C=C/c1ccccc1	2573	('35.99978256', '0.0', '0.0', '0.0', '35.99978256', '0.0', '0.0', '0.0', '35.99978256')
1201	O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1	2574	('42.58043748', '0.0', '0.0', '0.0', '42.58043748', '0.0', '0.0', '0.0', '42.58043748')
1202	O=C1CCCn2nnnc21	2578	('30.53050056', '0.0', '0.0', '0.0', '30.53050056', '0.0', '0.0', '0.0', '30.53050056')
1203	Cn1cc2ccccc2c1	2581	('19.91998764', '0.0', '0.0', '0.0', '19.91998764', '0.0', '0.0', '0.0', '19.91998764')
1204	Nc1ncn[nH]1	2582	('29.087266319999998', '0.0', '0.0', '0.0', '29.087266319999998', '0.0', '0.0', '0.0', '29.087266319999998')
1205	[CH]1N=C[N]N1[C@@]12C[C@H]3C[C@@H](C1)C[C@](n1cncn1)(C3)C2	2583	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1206	CCn1nc2ccccn2c1=S	2585	('35.053996319999996', '0.0', '0.0', '0.0', '35.053996319999996', '0.0', '0.0', '0.0', '35.053996319999996')
1207	C[C@@]12C(=O)c3ccccc3C(=O)[C@@H]1C[C@]13O[C@@]12C(=O)c1ccccc1C3=O	2586	('27.46669716', '0.0', '0.0', '0.0', '27.46669716', '0.0', '0.0', '0.0', '27.46669716')
1208	Nc1nc2ccccc2s1	2587	('26.16423012', '0.0', '0.0', '0.0', '26.16423012', '0.0', '0.0', '0.0', '26.16423012')
1209	c1ccc(C2=NN(c3ccccc3)N=C(c3ccccc3)O2)cc1	2590	('34.30898856', '0.0', '0.0', '0.0', '34.30898856', '0.0', '0.0', '0.0', '34.30898856')
1210	C1CNc2nonc2N1	2592	('26.93543328', '0.0', '0.0', '0.0', '26.93543328', '0.0', '0.0', '0.0', '26.93543328')
1211	S=c1[nH]cco1	2595	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1212	[O][N]N1CCN([N][O])c2nonc21	2597	('24.622723439999998', '0.0', '0.0', '0.0', '24.622723439999998', '0.0', '0.0', '0.0', '24.622723439999998')
1213	c1c[nH]c(-c2ncc[nH]2)n1	2598	('29.6984394', '0.0', '0.0', '0.0', '29.6984394', '0.0', '0.0', '0.0', '29.6984394')
1214	Cc1nccn1C#N	2600	('30.500442', '0.0', '0.0', '0.0', '30.500442', '0.0', '0.0', '0.0', '30.500442')
1215	C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1cccc2ccccc12	2603	('25.258821840000003', '0.0', '0.0', '0.0', '25.258821840000003', '0.0', '0.0', '0.0', '25.258821840000003')
1216	Cc1n[nH]c(C)c1-c1c(C)n[nH]c1C	2607	('36.15340932', '0.0', '0.0', '0.0', '36.15340932', '0.0', '0.0', '0.0', '36.15340932')
1217	O=C(O)c1cc2ccccc2oc1=O	2608	('31.137228359999998', '0.0', '0.0', '0.0', '31.137228359999998', '0.0', '0.0', '0.0', '31.137228359999998')
1218	CCCc1n[nH]c(=O)n1O	2613	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1219	[O]C(=O)C1=CSC2=c3ccc(C(=O)O)nc3=C(O)[CH]N12	2614	('28.11126276', '0.0', '0.0', '0.0', '28.11126276', '0.0', '0.0', '0.0', '28.11126276')
1220	Cc1cc(C)n(C(=O)CCCCC(=O)n2nc(C)cc2C)n1	2617	('26.171585999999998', '0.0', '0.0', '0.0', '26.171585999999998', '0.0', '0.0', '0.0', '26.171585999999998')
1221	C[S@](=O)c1ncc[nH]1	2618	('37.00277532', '0.0', '0.0', '0.0', '37.00277532', '0.0', '0.0', '0.0', '37.00277532')
1222	CC1(C)C(=N)N(c2ccccc2)[N]N1[O]	2619	('30.25822716', '0.0', '0.0', '0.0', '30.25822716', '0.0', '0.0', '0.0', '30.25822716')
1223	[O]N([N]Nc1ccccc1O)c1ccccc1	2622	('43.311633119999996', '0.0', '0.0', '0.0', '43.311633119999996', '0.0', '0.0', '0.0', '43.311633119999996')
1224	Oc1ccccc1/C=N/c1ccccc1	2623	('19.40571108', '0.0', '0.0', '0.0', '19.40571108', '0.0', '0.0', '0.0', '19.40571108')
1225	Oc1ccccc1/C=N/c1ccccc1	2624	('23.055921', '0.0', '0.0', '0.0', '23.055921', '0.0', '0.0', '0.0', '23.055921')
1226	COC(=O)CCn1cc(C)c(=O)n(Cc2ccc(Cn3c(=O)c(C)cn(CCC(=O)OC)c3=O)cc2)c1=O	2625	('27.99727308', '0.0', '0.0', '0.0', '27.99727308', '0.0', '0.0', '0.0', '27.99727308')
1227	O=[N+]([O-])c1n[nH]c2c([N+](=O)[O-])n[nH]c12	2628	('34.7949', '0.0', '0.0', '0.0', '34.7949', '0.0', '0.0', '0.0', '34.7949')
1228	c1cc2c(cn1)Sc1cnccc1S2	2629	('30.127356', '0.0', '0.0', '0.0', '30.127356', '0.0', '0.0', '0.0', '30.127356')
1229	O=C1C[C@@H](O)[C@H](O)c2cc3c(c(O)c21)COC3	2630	('28.655703719999998', '0.0', '0.0', '0.0', '28.655703719999998', '0.0', '0.0', '0.0', '28.655703719999998')
1230	Cc1nccc(-c2ccnc(C)n2)n1	2631	('39.12386184', '0.0', '0.0', '0.0', '39.12386184', '0.0', '0.0', '0.0', '39.12386184')
1231	O=C1CNC2(COC2)[C@H](Cc2ccccc2)N1	2632	('50.68270116', '0.0', '0.0', '0.0', '50.68270116', '0.0', '0.0', '0.0', '50.68270116')
1232	Cc1[nH]c(N)nc(=O)c1C	2633	('21.30167592', '0.0', '0.0', '0.0', '21.30167592', '0.0', '0.0', '0.0', '21.30167592')
1233	Cc1cccc(O)c1	2636	('23.799023639999998', '0.0', '0.0', '0.0', '23.799023639999998', '0.0', '0.0', '0.0', '23.799023639999998')
1234	O=c1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)c2nc3ccccc3n12)c46)c(=O)n1c2ccccc2nc51	2638	('18.154946879999997', '0.0', '0.0', '0.0', '18.154946879999997', '0.0', '0.0', '0.0', '18.154946879999997')
1235	c1ccc(-c2nnn[nH]2)c(-c2nnn[nH]2)c1	2640	('16.6629204', '0.0', '0.0', '0.0', '16.6629204', '0.0', '0.0', '0.0', '16.6629204')
